classified,count,hex_x,title,body,msg,system,time,hex_y,planned work,error,test,pre-launch,police,accident,unplanned service change,contingency,planned service change,retraction,fire,buses replace trains,unauthorized vehicle,end disruption,flooding,power outage,signal,government,traffic,road conditions,high volume,service enhancement,station rehab,maintenance,equipment problem,unauthorized person,event,sick customer,update,non service,construction,weather,other agencies,other
planned service change,431473,69571,A Line - Weekend Planned Service Change,"         NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  Jun 2 - 411:45 PM Sun to 5 AM Mon,  Jun 4 - 5Uptown A trains run express from 125 St to 168 St,  due to track replacement.                          6/1/17 4:05 PM             NYC           ","NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  Jun 2 - 411:45 PM Sun to 5 AM Mon,  Jun 4 - 5Uptown A trains run express from 125 St to 168 St,  due to track replacement.",NYC,6/1/17 16:05,69571,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,411141,64605,M Line - Weeknight Planned Service Changes,"         Beginning 8:30 PM,  Mon to Thu,  Apr 3 - 6M service ends early between 71 Av and Delancey-Essex Sts,  due to signal maintenance.Take the E/F/R instead. Transfer between F and R trains at Roosevelt Av or 34 St-Herald Sq. Transfer between E and F trains at W 4 St. Transfer between F and M trains at Delancey-Essex Sts.Beginning 11 PM,  Mon to Thu,  Apr 3 - 6M service ends early between Delancey-Essex Sts and Myrtle Av,  due to signal maintenance.Take the E/F/J/R instead. M service operates between Myrtle Av and Metropolitan Av. Transfer between M and J trains at Myrtle Av. Transfer between J and F trains at Delancey-Essex Sts. Transfer between E and F trains at W 4 St. Transfer between F and R trains at 34 St-Herald Sq or Roosevelt Av.These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          3/31/17 4:40 PM             NYC           ","Beginning 8:30 PM,  Mon to Thu,  Apr 3 - 6M service ends early between 71 Av and Delancey-Essex Sts,  due to signal maintenance.Take the E/F/R instead. Transfer between F and R trains at Roosevelt Av or 34 St-Herald Sq. Transfer between E and F trains at W 4 St. Transfer between F and M trains at Delancey-Essex Sts.Beginning 11 PM,  Mon to Thu,  Apr 3 - 6M service ends early between Delancey-Essex Sts and Myrtle Av,  due to signal maintenance.Take the E/F/J/R instead. M service operates between Myrtle Av and Metropolitan Av. Transfer between M and J trains at Myrtle Av. Transfer between J and F trains at Delancey-Essex Sts. Transfer between E and F trains at W 4 St. Transfer between F and R trains at 34 St-Herald Sq or Roosevelt Av.These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,3/31/17 16:40,64605,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,197552,303b0,A Line _研 Weeknight and Weekday Planned Service Changes,"         NIGHTS 11:45 PM to 5 AM,  Mon to Fri,  Nov 10 _研 14 Queens-bound A trains run express from Hoyt-Schermerhorn Sts to Utica Av.  All times until Jan 2015 Brooklyn-bound A trains skip 88 St. _癣 To this station,  take the Brooklyn-bound A to 80 St and transfer to a Lefferts Blvd/Far Rockaway-bound A. _癣 From this station,  take the Lefferts Blvd/Far Rockaway-bound A to Rockaway Blvd and transfer to a Brooklyn-bound A.  All times until Jan 2015 Brooklyn-bound A trains skip 104 St. _癣 To this station,  take the Q112 bus,  days and evenings. Or,  take the Brooklyn-bound A to Rockaway Blvd and transfer to a Lefferts Blvd-bound A. _癣 From this station,  take a Lefferts Blvd-bound A to 111 St or Lefferts Blvd and transfer to a Brooklyn-bound A.                            11/7/14 4:45 PM             NYC           ","NIGHTS 11:45 PM to 5 AM,  Mon to Fri,  Nov 10 _研 14 Queens-bound A trains run express from Hoyt-Schermerhorn Sts to Utica Av.  All times until Jan 2015 Brooklyn-bound A trains skip 88 St. _癣 To this station,  take the Brooklyn-bound A to 80 St and transfer to a Lefferts Blvd/Far Rockaway-bound A. _癣 From this station,  take the Lefferts Blvd/Far Rockaway-bound A to Rockaway Blvd and transfer to a Brooklyn-bound A.  All times until Jan 2015 Brooklyn-bound A trains skip 104 St. _癣 To this station,  take the Q112 bus,  days and evenings. Or,  take the Brooklyn-bound A to Rockaway Blvd and transfer to a Lefferts Blvd-bound A. _癣 From this station,  take a Lefferts Blvd-bound A to 111 St or Lefferts Blvd and transfer to a Brooklyn-bound A.",NYC,11/7/14 16:45,303b0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,352498,560f2,2 Line - Weekday and Weeknight Planned Service Changes,"         DAYS10:15 AM to 3 PM,  Wed to Fri,  Aug 31 - Sep 2Flatbush Av-bound 2 service runs express from 241 St to E 180 St.NIGHTS11:30 PM to 5 AM,  Mon to Fri,  Aug 29 - Sep 2No 2 service between 96 St and 149 St-Grand Concourse.Free shuttle buses provide alternate service.2 service operates in two sections:1. Between Flatbush Av and 96 St.2. Between 149 St-Grand Concourse and 241 St.Free shuttle buses operate between 96 St and 149 St-Grand Concourse,  making stops at 110 St,  116 St,  125 St,  and 135 St. Transfer between trains and shuttle buses at 96 St and/or 149 St-Grand Concourse.Note: No 3 service running during this time.These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.Beginning 12:01 AM,  Tue to Fri,  Aug 30 - Sep 22 service runs local in both directions between Chambers St and 96 St.                          8/26/16 4:07 PM             NYC           ","DAYS10:15 AM to 3 PM,  Wed to Fri,  Aug 31 - Sep 2Flatbush Av-bound 2 service runs express from 241 St to E 180 St.NIGHTS11:30 PM to 5 AM,  Mon to Fri,  Aug 29 - Sep 2No 2 service between 96 St and 149 St-Grand Concourse.Free shuttle buses provide alternate service.2 service operates in two sections:1. Between Flatbush Av and 96 St.2. Between 149 St-Grand Concourse and 241 St.Free shuttle buses operate between 96 St and 149 St-Grand Concourse,  making stops at 110 St,  116 St,  125 St,  and 135 St. Transfer between trains and shuttle buses at 96 St and/or 149 St-Grand Concourse.Note: No 3 service running during this time.These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.Beginning 12:01 AM,  Tue to Fri,  Aug 30 - Sep 22 service runs local in both directions between Chambers St and 96 St.",NYC,8/26/16 16:07,560f2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,446859,6d18b,D Line - Weeknight and Weekend Planned Service Changes,"         NIGHTS 10:45 PM to 5 AM,  Mon to Fri,  Jul 31 - Aug 4 Coney Island-bound D trains skip 182-183 Sts,  due to track maintenance.12:01 AM to 5 AM,  Tue to Fri,  Aug 1 - 4D trains stop at 135 St in both directions,  due to signal maintenance.12:01 AM to 5 AM,  Tue to Fri,  Aug 1 - 4Coney Island-bound D trains run local from 125 St to 59 St-Columbus Circle,  due to track maintenance.All times until Fall 2017D trains skip Prospect Av in both directions,  due to station enhancements. To/from this station,  use the nearby 4 Av-9 St F/G/R or 25 St R stations via B37 and B63 local buses.Note: During late night hours only,  D/N trains stop at 4 Av-9 St and 25 St (12:01 AM to 6:30 AM,  every day).                          7/28/17 4:34 PM             NYC           ","NIGHTS 10:45 PM to 5 AM,  Mon to Fri,  Jul 31 - Aug 4 Coney Island-bound D trains skip 182-183 Sts,  due to track maintenance.12:01 AM to 5 AM,  Tue to Fri,  Aug 1 - 4D trains stop at 135 St in both directions,  due to signal maintenance.12:01 AM to 5 AM,  Tue to Fri,  Aug 1 - 4Coney Island-bound D trains run local from 125 St to 59 St-Columbus Circle,  due to track maintenance.All times until Fall 2017D trains skip Prospect Av in both directions,  due to station enhancements. To/from this station,  use the nearby 4 Av-9 St F/G/R or 25 St R stations via B37 and B63 local buses.Note: During late night hours only,  D/N trains stop at 4 Av-9 St and 25 St (12:01 AM to 6:30 AM,  every day).",NYC,7/28/17 16:34,6d18b,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,346554,549ba,D Line - Weekend Planned Service Change,"         12:01 AM Sat to 5 AM Mon,  Aug 6 - 8Downtown D trains run local from 125 St to 59 St.                          8/4/16 4:20 PM             NYC           ","12:01 AM Sat to 5 AM Mon,  Aug 6 - 8Downtown D trains run local from 125 St to 59 St.",NYC,8/4/16 16:20,549ba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,270895,4222f,1 Line _研 Weeknight and Weekday Planned Service Changes,"         NIGHTS 11:45 PM to 5 AM,  Mon to Fri,  Sep 28 _研 Oct 2 South Ferry-bound 1 service runs express from 72 St to Times Sq-42 St.  DAYS 10:45 AM to 3 PM,  Wed to Fri,  Sep 30 _研 Oct 2 242 St-bound 1 service runs express from 215 St to 242 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          9/25/15 4:40 PM             NYC           ","NIGHTS 11:45 PM to 5 AM,  Mon to Fri,  Sep 28 _研 Oct 2 South Ferry-bound 1 service runs express from 72 St to Times Sq-42 St.  DAYS 10:45 AM to 3 PM,  Wed to Fri,  Sep 30 _研 Oct 2 242 St-bound 1 service runs express from 215 St to 242 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,9/25/15 16:40,4222f,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,331561,50f29,A Line - Weeknight Planned Service Change,"         11:45 PM to 5 AM,  Mon to Fri,  Jun 13 - 17Uptown A trains run express from Canal St to 125 St.                          6/10/16 5:15 PM             NYC           ","11:45 PM to 5 AM,  Mon to Fri,  Jun 13 - 17Uptown A trains run express from Canal St to 125 St.",NYC,6/10/16 17:15,50f29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,312681,4c569,F Line - Weekend and Weekday Planned Service Changes,"         11:30 PM Fri to 5 AM Mon,  Mar 25 - 28 Jamaica-bound F trains are rerouted via the M from 47-50 Sts to Roosevelt Av.  To 57 St,  take the Jamaica-bound F to the nearby 5 Av/53 St station. Or,  transfer at 34 St-Herald Sq to an uptown Q for service to nearby 57 St-7 Av.  To Lexington Av/63 St,  take the Jamaica-bound F to Lexington Av/53 St and transfer to an uptown 4 or 6 to the nearby 59 St station.  To Roosevelt Island and 21 St-Queensbridge,  take the Jamaica-bound F to Roosevelt Av and transfer to a Coney Island-bound F.  From these stations,  take a Coney Island-bound F to 47-50 Sts and transfer to a Jamaica-bound F.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM Fri to 5 AM Mon,  Mar 25 - 28 Coney Island-bound F trains run e                          3/24/16 4:35 PM             NYC           ","11:30 PM Fri to 5 AM Mon,  Mar 25 - 28 Jamaica-bound F trains are rerouted via the M from 47-50 Sts to Roosevelt Av.  To 57 St,  take the Jamaica-bound F to the nearby 5 Av/53 St station. Or,  transfer at 34 St-Herald Sq to an uptown Q for service to nearby 57 St-7 Av.  To Lexington Av/63 St,  take the Jamaica-bound F to Lexington Av/53 St and transfer to an uptown 4 or 6 to the nearby 59 St station.  To Roosevelt Island and 21 St-Queensbridge,  take the Jamaica-bound F to Roosevelt Av and transfer to a Coney Island-bound F.  From these stations,  take a Coney Island-bound F to 47-50 Sts and transfer to a Jamaica-bound F.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,3/24/16 16:35,4c569,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,186802,2d9b2,6 Line _研 Weekend and Weekday Planned Service Changes,"         WEEKEND 7:30 AM to 11 PM,  Sat,  Sep 20 11 AM to 9 PM,  Sun,  Sep 21 6 service runs every 16 minutes between 3 Av-138 St and Pelham Bay Park. The last stop for some trains headed toward Pelham Bay Park is 3 Av-138 St. _癣 To continue your trip,  transfer at 3 Av-138 St to a Pelham Bay Park-bound 6.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM Fri to 4 AM Mon,  Sep 19 _研 22 Pelham Bay Park-bound 6 service runs express from Parkchester to Pelham Bay Park. Note: Zerega Av and Buhre Av stations are closed until February 2015.  All times until Feb 2015 6 service skips Zerega Av and Buhre Av in both directions. _癣 To/from Zerega Av,  use the Bx4 and/or shuttle buses to connect between Zerega Av and Castle Hill Av; free transfer is availab                          9/18/14 4:29 PM             NYC           ","WEEKEND 7:30 AM to 11 PM,  Sat,  Sep 20 11 AM to 9 PM,  Sun,  Sep 21 6 service runs every 16 minutes between 3 Av-138 St and Pelham Bay Park. The last stop for some trains headed toward Pelham Bay Park is 3 Av-138 St. _癣 To continue your trip,  transfer at 3 Av-138 St to a Pelham Bay Park-bound 6.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM Fri to 4 AM Mon,  Sep 19 _研 22 Pelham Bay Park-bound 6 service runs express from Parkchester to Pelham Bay Park. Note: Zerega Av and Buhre Av stations are closed until February 2015.  All times until Feb 2015 6 service skips Zerega Av and Buhre Av in both directions.",NYC,9/18/14 16:29,2d9b2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,408735,63c9f,A Line - Weekend Planned Service Changes,"         11:45 PM Fri to 5 AM Mon,  Mar 24 - 27A trains are rerouted via the F in both directions between W 4 St and Jay St-MetroTech,  due to tunnel rehabilitation. To/from Spring St,  Canal St,  and Chambers St,  take the E instead via transfer at W 4 St. To/from Fulton St,  take the J instead via transfer at Delancey-Essex Sts F station. Or,  use the E at nearby World Trade Center station; transfer between trains at W 4 St. To/from High St,  use the nearby York St F station.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.12:01 AM Sat to 5 AM Mon,  Mar 25 - 27A trains run local in both directions between 59 St-Columbus Circle and W 4 St,  due to tunnel rehabilitation.12:01 AM Sat to 5 AM Mon,  Mar 25 - 27A trains stop at 155 St and 163 St in both directions,  due to track maintenance.                          3/23/17 4:11 PM             NYC           ","11:45 PM Fri to 5 AM Mon,  Mar 24 - 27A trains are rerouted via the F in both directions between W 4 St and Jay St-MetroTech,  due to tunnel rehabilitation. To/from Spring St,  Canal St,  and Chambers St,  take the E instead via transfer at W 4 St. To/from Fulton St,  take the J instead via transfer at Delancey-Essex Sts F station. Or,  use the E at nearby World Trade Center station; transfer between trains at W 4 St. To/from High St,  use the nearby York St F station.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.12:01 AM Sat to 5 AM Mon,  Mar 25 - 27A trains run local in both directions between 59 St-Columbus Circle and W 4 St,  due to tunnel rehabilitation.12:01 AM Sat to 5 AM Mon,  Mar 25 - 27A trains stop at 155 St and 163 St in both directions,  due to track maintenance.",NYC,3/23/17 16:11,63c9f,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
